,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
857,20,RL,70,11767,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259,3,3,CBlock,3,3,1,3,546,1,0,604,1150,GasA,5,Y,4,1560,0,0,1560,0,0,1,0,2,1,3,7,4,1,3,Attchd,1956,1,1,313,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2009,WD ,103500
858,190,RH,60,10896,Pave,Pave,4,Bnk,4,Inside,3,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0,2,3,CBlock,3,2,1,2,256,1,0,1184,1440,GasA,5,Y,3,1440,1440,515,3395,0,0,2,0,8,2,2,14,5,0,0,NA,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,NA,0,3,2007,WD ,200000
859,20,RL,60,5400,Pave,NA,4,HLS,4,Inside,3,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,1,3,453,1,0,411,864,GasA,3,Y,4,864,0,0,864,0,1,1,0,3,1,3,6,5,0,0,Attchd,1958,1,1,399,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2007,WD ,118000
860,20,RL,70,9100,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244,4,3,PConc,4,3,3,6,1400,1,0,125,1525,GasA,5,Y,4,1525,0,0,1525,1,0,2,0,3,1,4,6,5,0,0,Attchd,2000,2,2,541,3,3,1,219,36,0,0,0,0,0,0,NA,0,9,2006,WD ,235000
861,90,RL,70,7728,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,3,3,CBlock,3,3,3,5,803,1,0,303,1106,GasA,3,Y,4,1190,0,0,1190,1,0,1,0,3,1,3,6,5,0,0,Attchd,1962,1,2,540,3,3,1,0,18,0,0,0,0,0,2,NA,0,5,2006,WD ,132500
862,60,RL,75,8778,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,1302,1302,GasA,5,Y,4,1302,528,0,1830,0,0,2,1,3,1,4,7,5,0,0,BuiltIn,2006,2,3,859,3,3,1,0,40,0,0,0,0,0,0,NA,0,3,2007,WD ,221300
863,20,RL,63,8487,Pave,NA,4,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,4,3,PConc,4,3,3,6,20,1,0,1480,1500,GasA,5,Y,4,1500,0,0,1500,0,0,2,0,3,1,4,6,5,0,0,Attchd,2004,2,2,570,3,3,1,192,36,0,0,0,0,0,0,NA,0,8,2009,WD ,190000
864,60,RL,0,9930,Pave,NA,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199,4,3,PConc,4,3,1,6,456,1,0,370,826,GasA,5,Y,4,878,884,0,1762,0,0,2,1,3,1,4,6,5,0,0,Attchd,2002,3,2,591,3,3,1,320,54,0,0,0,0,0,0,NA,0,7,2006,WD ,222000
865,20,RL,100,17500,Pave,NA,4,Lvl,4,Inside,3,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0,4,4,PConc,4,3,3,6,1406,1,0,496,1902,GasA,3,Y,4,1902,0,0,1902,1,0,2,0,3,1,5,7,5,2,3,Attchd,1959,3,2,567,3,3,1,0,207,162,0,0,0,0,0,NA,0,5,2010,WD ,335000
866,20,RL,78,10206,Pave,NA,4,Lvl,4,Inside,3,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294,4,3,PConc,4,3,1,1,0,1,0,1614,1614,GasA,5,Y,4,1658,0,0,1658,0,0,2,1,3,1,4,7,5,1,4,Attchd,2008,3,3,726,3,3,1,144,44,0,0,0,0,0,0,NA,0,9,2009,WD ,257500
867,20,RL,75,14587,Pave,NA,3,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284,4,3,PConc,4,3,1,1,0,1,0,1498,1498,GasA,5,Y,4,1506,0,0,1506,0,0,2,0,2,1,5,6,5,1,4,Attchd,2008,3,2,592,3,3,1,0,174,0,0,0,0,0,0,NA,0,8,2008,New,264132
868,20,RL,65,7800,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,3,3,PConc,3,3,1,5,450,1,0,414,864,GasA,5,Y,4,899,0,0,899,0,0,1,0,3,1,4,5,5,0,0,Attchd,1967,3,1,288,3,3,1,64,0,0,0,0,0,0,3,NA,0,6,2009,WD ,130000
869,70,RL,50,4960,Pave,NA,4,Lvl,4,Inside,3,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,1,1,0,1,0,297,297,GasA,5,Y,4,1001,653,0,1654,0,0,2,0,3,1,3,7,5,1,4,Detchd,1955,1,1,336,3,3,0,244,60,0,0,0,0,0,0,NA,0,5,2009,WD ,137000
870,30,RM,60,7392,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,520,520,GasA,3,Y,3,912,0,0,912,0,0,1,0,2,1,3,5,5,0,0,Detchd,1934,2,1,360,3,3,1,0,90,0,0,0,0,0,0,NA,0,5,2008,WD ,99500
871,90,RL,0,7424,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,4,3,3,6,1319,1,0,0,1319,GasA,3,Y,4,1373,0,0,1373,1,0,1,0,3,1,3,5,5,2,3,Attchd,1978,3,2,591,3,3,1,0,0,0,0,0,0,0,0,NA,0,5,2010,WD ,160250
872,160,RM,24,2522,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50,4,3,PConc,4,3,1,1,0,1,0,970,970,GasA,5,Y,4,970,739,0,1709,0,0,2,0,3,1,4,7,2,0,0,Detchd,2004,1,2,380,3,3,1,0,40,0,0,0,0,0,0,NA,0,5,2006,WD ,130000
873,30,RM,46,3672,Pave,NA,4,Lvl,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0,3,3,BrkTil,3,3,1,1,0,1,0,816,816,GasA,5,Y,4,816,0,0,816,0,0,1,0,2,1,3,5,5,0,0,Detchd,1922,1,1,100,2,2,0,0,0,96,0,0,0,0,0,NA,0,9,2007,WD ,75200
874,80,RL,62,7706,Pave,NA,4,Lvl,4,Inside,3,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,4,3,3,3,114,6,270,0,384,GasA,5,Y,4,1091,0,0,1091,0,1,1,0,2,1,3,5,5,0,0,Attchd,1993,3,1,429,3,3,1,280,0,0,0,0,0,0,0,Shed,700,8,2009,WD ,131250
875,20,RL,0,12929,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276,3,3,CBlock,3,3,4,6,697,1,0,384,1081,GasA,3,Y,4,1081,0,0,1081,1,0,1,0,3,1,3,5,5,0,0,CarPort,1960,1,1,401,3,3,1,36,82,0,0,0,0,0,0,NA,0,6,2008,WD ,148000
876,20,RL,0,9316,Pave,NA,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,3,544,1,0,480,1024,GasA,4,Y,4,1020,0,0,1020,0,0,2,0,3,1,3,5,5,0,0,Attchd,1965,1,1,288,3,3,1,171,0,0,0,0,0,0,3,NA,0,5,2009,Oth,124100
877,85,RL,0,12122,Pave,NA,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210,5,3,CBlock,3,3,3,5,867,1,0,77,944,GasA,4,Y,4,999,0,0,999,1,0,1,0,3,1,5,6,5,0,0,Attchd,1961,2,2,588,3,3,1,144,76,0,0,0,0,0,0,NA,0,7,2008,WD ,178400
878,90,RL,42,7711,Pave,NA,3,Lvl,4,Inside,3,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,PConc,4,3,4,6,1440,1,0,0,1440,GasA,3,Y,4,1440,0,0,1440,2,0,2,0,4,2,3,8,5,0,0,NA,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,NA,0,8,2007,Oth,150000
879,60,RL,43,12352,Pave,NA,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290,4,3,PConc,4,3,1,6,638,1,0,215,853,GasA,5,Y,4,853,900,0,1753,1,0,2,1,3,1,3,7,5,1,2,Attchd,1998,2,2,534,3,3,1,0,74,0,0,0,0,0,0,NA,0,3,2007,WD ,217000
880,60,RL,75,12447,Pave,NA,3,Lvl,4,Inside,3,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192,4,3,PConc,4,4,1,1,0,1,0,1100,1100,GasA,5,Y,4,1116,848,0,1964,0,0,2,1,3,1,4,8,5,1,4,BuiltIn,2005,3,2,760,3,3,1,200,70,0,0,0,0,0,0,NA,0,1,2006,New,252000
881,20,RL,63,7500,Pave,NA,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,4,1,6,54,1,0,1087,1141,GasA,5,Y,4,1141,0,0,1141,1,0,1,1,3,1,4,6,5,0,0,Detchd,2006,2,2,484,3,3,1,182,0,0,0,0,0,0,0,NA,0,6,2009,WD ,152000
882,45,RM,51,6120,Pave,NA,4,Lvl,4,Corner,3,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,832,832,GasA,5,Y,3,854,0,0,854,0,0,1,0,2,1,3,5,5,0,0,Detchd,1991,1,2,576,3,3,1,48,112,0,0,0,0,0,4,NA,0,7,2007,WD ,132000
883,50,RM,56,9576,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,2,3,1,3,310,1,0,460,770,GasA,3,Y,4,885,297,0,1182,0,0,1,1,3,1,3,5,5,0,0,Detchd,1945,1,1,378,2,3,1,0,0,0,0,0,0,0,2,NA,0,5,2006,WD ,120000
884,60,RL,82,9942,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385,5,3,PConc,5,4,3,6,1290,1,0,316,1606,GasA,5,Y,4,1625,466,0,2091,1,0,2,1,3,1,5,8,5,1,4,Attchd,2005,2,2,521,3,3,1,194,84,0,0,0,0,0,0,NA,0,5,2006,New,338500
885,30,RL,65,7898,Pave,NA,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,GasA,4,Y,4,985,0,0,985,0,1,1,0,2,1,3,4,5,0,0,Detchd,1989,1,2,676,3,3,0,0,0,0,0,0,0,0,0,NA,0,4,2010,WD ,105000
886,60,RL,57,21872,Pave,NA,2,HLS,4,FR2,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,PConc,4,3,4,6,604,1,0,125,729,GasA,5,Y,4,729,717,0,1446,0,1,2,1,3,1,3,6,5,1,3,Attchd,1996,1,2,406,3,3,1,264,22,0,0,0,0,0,0,NA,0,8,2008,WD ,175000
887,60,RL,83,10005,Pave,NA,4,Lvl,4,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299,3,3,CBlock,4,3,1,4,392,1,0,768,1160,GasA,5,Y,4,1156,866,0,2022,0,0,2,1,4,1,3,8,5,1,3,Attchd,1977,3,2,505,3,3,1,288,117,0,0,0,0,0,0,NA,0,3,2008,WD ,192000
888,60,RL,41,12393,Pave,NA,2,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,847,847,GasA,5,Y,4,847,1101,0,1948,0,0,2,1,4,1,4,8,5,1,4,BuiltIn,2004,3,2,434,3,3,1,100,48,0,0,0,0,0,0,NA,0,9,2006,WD ,195000
889,60,FV,75,9000,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,768,768,GasA,5,Y,4,786,804,0,1590,0,0,2,1,3,1,4,6,5,0,0,Attchd,2008,2,2,676,3,3,1,0,30,0,0,0,0,0,0,NA,0,6,2009,WD ,210000
890,60,RL,63,7875,Pave,NA,4,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,4,3,PConc,4,3,1,1,0,1,0,847,847,GasA,5,Y,4,847,1101,0,1948,0,0,2,1,4,1,4,8,5,1,4,BuiltIn,2003,3,2,434,3,3,1,0,48,0,0,0,0,0,0,NA,0,7,2007,WD ,211000
891,50,RM,50,6000,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,BrkTil,3,3,1,4,672,1,0,0,672,GasA,3,Y,4,757,567,0,1324,0,0,1,0,3,1,3,6,5,0,0,Detchd,1936,1,1,240,3,3,1,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,128000
892,20,RL,100,10175,Pave,NA,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,3,3,CBlock,3,3,1,4,490,1,0,935,1425,GasA,4,Y,4,1425,0,0,1425,0,0,2,0,3,1,3,7,5,1,4,Attchd,1964,2,2,576,3,3,1,0,0,0,407,0,0,0,0,NA,0,7,2008,WD ,180500
893,190,RM,85,13600,Pave,Grvl,4,Lvl,4,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,1,1,0,1,0,662,662,GasA,3,N,4,1422,915,0,2337,0,0,2,0,5,2,3,10,4,0,0,Detchd,1945,1,2,560,3,3,1,0,57,0,0,0,0,0,0,NA,0,9,2007,WD ,90000
894,45,RL,85,12172,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0,3,3,PConc,3,3,1,2,130,3,259,433,822,GasA,3,Y,4,908,0,0,908,0,0,1,0,2,1,3,4,5,0,0,Attchd,1975,1,2,512,3,3,1,284,24,0,0,192,0,0,3,NA,0,10,2007,WD ,138500
895,60,RL,65,10237,Pave,NA,4,Lvl,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,738,738,GasA,5,Y,4,738,754,0,1492,0,0,2,1,3,1,4,8,5,0,0,Attchd,2006,3,2,440,3,3,1,0,32,0,0,0,0,0,0,NA,0,9,2006,New,169985
896,20,RL,70,7000,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,3,3,CBlock,3,3,1,6,781,1,0,369,1150,GasA,3,Y,4,1150,0,0,1150,0,0,1,0,3,1,3,6,5,0,0,Attchd,1961,2,1,288,3,3,1,0,0,0,0,162,0,0,0,NA,0,7,2006,WD ,146000
897,60,RL,59,11228,Pave,NA,2,Lvl,4,CulDSac,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,4,50,6,531,499,1080,GasA,5,Y,4,1080,1017,0,2097,0,1,2,1,3,1,4,9,5,1,3,Attchd,1993,1,3,678,3,3,1,196,187,0,0,0,0,0,0,NA,0,12,2008,WD ,228000
898,20,RL,80,8000,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,3,3,PConc,3,3,1,4,476,3,488,292,1256,GasA,4,Y,3,1256,0,0,1256,1,0,1,1,3,1,4,6,5,0,0,Attchd,1959,2,1,311,3,3,1,0,240,0,0,0,0,0,0,NA,0,5,2008,WD ,159000
899,60,FV,84,10728,Pave,NA,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,2,1,0,1,0,1095,1095,GasA,4,Y,4,1095,844,0,1939,0,0,2,1,3,1,4,8,5,1,4,Attchd,2006,2,3,1053,3,3,1,192,51,0,0,0,0,0,0,NA,0,8,2006,New,266000
900,50,RM,50,6000,Pave,NA,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145,3,4,PConc,3,3,1,1,0,1,0,816,816,GasA,5,Y,4,816,750,0,1566,0,0,1,1,5,1,4,7,5,0,0,Detchd,1976,1,2,450,3,3,1,24,0,296,0,0,0,0,3,NA,0,8,2006,WD ,139000
901,190,RL,56,6931,Pave,NA,4,Lvl,4,Inside,3,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,3,5,784,1,0,0,784,GasA,3,N,1,784,0,0,784,1,0,1,0,2,1,3,4,5,0,0,NA,0,0,0,0,0,0,1,112,0,0,0,0,0,0,0,NA,0,5,2008,WD ,91900
902,20,RL,73,8760,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,132,4,3,PConc,4,3,1,6,36,1,0,1453,1489,GasA,5,Y,4,1500,0,0,1500,0,0,2,0,3,1,4,7,5,1,4,Attchd,2005,2,2,674,3,3,1,144,38,0,0,0,0,0,0,NA,0,6,2007,WD ,212999
903,20,RL,98,16033,Pave,NA,3,Lvl,4,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378,4,3,PConc,5,3,4,6,1261,1,0,572,1833,GasA,5,Y,4,1850,0,0,1850,1,0,2,0,3,1,4,8,5,1,4,Attchd,2004,3,3,772,3,3,1,519,112,0,0,0,0,0,0,NA,0,3,2006,WD ,326000
904,60,RL,80,9024,Pave,NA,3,Lvl,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,3,1,1,0,1,0,789,789,GasA,5,Y,4,813,702,0,1515,0,0,2,1,3,1,4,8,5,1,4,Attchd,2004,3,2,393,3,3,1,0,75,0,0,0,0,0,0,NA,0,7,2008,WD ,179000
905,20,RL,74,11563,Pave,NA,3,HLS,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258,4,3,PConc,5,3,4,6,1036,1,0,482,1518,GasA,5,Y,4,1537,0,0,1537,1,0,2,0,3,1,4,8,5,0,0,Attchd,2007,3,3,788,3,3,1,0,26,0,0,0,0,0,0,NA,0,4,2008,WD ,294000
906,160,RM,21,1680,Pave,NA,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,3,3,CBlock,3,3,1,3,110,2,294,79,483,GasA,3,Y,4,483,504,0,987,1,0,1,1,2,1,3,5,5,0,0,Detchd,1972,1,1,288,3,3,1,0,0,0,0,0,0,0,0,NA,0,7,2009,WD ,97000
907,60,RL,73,8760,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,4,3,PConc,4,4,2,6,464,1,0,927,1391,GasA,5,Y,4,1391,571,0,1962,0,0,2,1,3,1,4,7,5,0,0,Attchd,2006,2,3,868,3,3,1,0,90,0,0,0,0,0,0,NA,0,8,2006,New,239799
908,20,RL,80,9600,Pave,NA,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1990,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,CBlock,3,3,2,4,915,1,0,336,1251,GasA,3,Y,4,1433,0,0,1433,1,0,1,0,3,1,3,7,4,1,4,Attchd,1961,1,2,441,3,3,1,144,0,205,0,0,0,0,0,NA,0,6,2006,WD ,161000
909,120,RM,37,4435,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,4,3,PConc,4,3,3,6,686,1,0,162,848,GasA,5,Y,4,848,0,0,848,1,0,1,0,1,1,4,3,5,0,0,Attchd,2003,3,2,420,3,3,1,140,0,0,0,0,0,0,0,NA,0,3,2008,WD ,136500
910,160,RM,21,1680,Pave,NA,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510,3,3,CBlock,3,3,1,5,162,1,0,321,483,GasA,4,Y,4,483,504,0,987,0,0,1,1,2,1,4,5,5,0,0,Detchd,1972,1,1,264,3,3,1,250,0,0,0,0,0,0,0,NA,0,5,2009,WD ,118000
911,20,RL,69,7599,Pave,NA,4,Lvl,4,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,1,5,565,1,0,280,845,GasA,3,Y,4,845,0,0,845,1,0,1,0,2,1,3,4,5,0,0,Detchd,1987,1,2,360,3,3,1,0,0,0,0,0,0,0,0,NA,0,6,2007,WD ,129500
912,50,RL,55,7264,Pave,NA,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,4,4,BrkTil,3,3,1,1,0,1,0,952,952,GasW,4,N,4,952,596,0,1548,0,0,2,1,3,1,5,5,5,0,0,Detchd,1978,1,2,672,3,3,1,74,0,0,0,144,0,0,0,NA,0,10,2009,WD ,205000
913,20,RL,0,32668,Pave,NA,3,Lvl,4,CulDSac,3,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,0,4,3,PConc,3,3,1,3,1219,1,0,816,2035,GasA,3,Y,4,2515,0,0,2515,1,0,3,0,4,2,3,9,2,2,3,Attchd,1975,2,2,484,3,3,1,0,0,200,0,0,0,0,0,NA,0,3,2007,WD ,200624
914,20,RL,91,11825,Pave,NA,4,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302,4,3,PConc,5,3,2,1,0,1,0,1694,1694,GasA,5,Y,4,1694,0,0,1694,0,0,2,0,3,1,4,7,5,1,4,Attchd,2006,2,3,856,3,3,1,0,112,0,0,0,0,0,0,NA,0,6,2007,New,322400
915,20,RL,85,10200,Pave,NA,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,4,3,PConc,4,3,3,6,1478,1,0,100,1578,GasA,5,Y,4,1602,0,0,1602,1,0,2,0,3,1,4,7,5,1,4,Attchd,2007,2,3,810,3,3,1,0,48,0,0,195,0,0,0,NA,0,1,2009,WD ,293200
916,120,RL,63,8849,Pave,NA,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616,5,3,PConc,5,3,1,6,28,1,0,1656,1684,GasA,5,Y,4,1684,0,0,1684,0,0,2,0,2,1,5,6,5,1,5,Attchd,2005,2,2,564,3,3,1,495,72,0,0,0,0,0,0,NA,0,7,2008,WD ,266000
917,60,RL,70,11184,Pave,NA,4,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92,3,3,CBlock,3,3,1,2,226,3,500,192,918,GasA,4,Y,4,918,765,0,1683,0,0,2,1,3,1,3,7,5,1,3,Attchd,1978,2,2,440,3,3,1,243,0,0,0,0,0,0,0,NA,0,7,2009,WD ,172500
